item,name,type,category,subcategory,label,countryLabel,subclass_ofLabel,text_distribution,std_text,avg_text,len,entropy_text,gini_text,sum_over_texts,ref_distribution,std_ref,avg_ref,sum_over_ref,entropy_ref,gini_ref,h_adj_descr,h_nat_descr,h_adj_engtext,h_nat_engtext
http://www.wikidata.org/entity/Q11453,agricultural irrigation,concept,transportation,transport,cultural agnostic,0,transport,"[2818, 4620, 4002, 5425, 546, 21737, 6725, 472, 8632, 3631, 6777, 6498, 5837, 22151, 1078, 384, 2717, 7853, 26122, 539, 14989, 1278, 1521, 30406, 1425, 1081, 48749, 22187, 23406, 2507, 17840, 10176, 3286, 30948, 2578, 852, 7335, 2790, 142, 3843, 525, 24079, 3108, 9657, 1466, 703, 2191, 13945, 14321, 594, 12693, 7345, 8582, 2043, 1220, 1207, 2177, 1832, 876, 1690, 671, 12366, 1352, 6955, 3396, 6595, 1240, 1214, 569, 9023, 4709, 833, 225, 3903, 5887, 2528, 140, 6857, 8668, 641, 1891, 20831, 2503, 1750, 2865, 9086, 604, 1221, 6259, 259, 3342, 13390, 1698, 11101, 3392, 8607, 1044, 1104, 755, 32928, 7864, 18894, 834, 5786, 5533, 2109, 235, 132, 804, 967, 230, 6092]",8401.365541333382,6500.348214285715,112,-9881266.203396386,-12637796624,728039,"[2, 12, 1, 8, 19, 2, 6, 1, 2, 22, 11, 1, 27, 1, 13, 3, 10, 108, 33, 8, 8, 40, 3, 9, 51, 1, 1, 8, 3, 32, 3, 2, 2, 1, 5, 33, 20, 1, 5, 4, 2, 1, 1, 4, 1, 3, 12, 3, 2, 28, 7, 15, 2, 1, 2, 17, 1, 27, 2, 3, 21, 4, 3, 53, 7, 34, 2, 16, 3, 1, 26]",16.860019745548158,11.633802816901408,826,-3761.122250526241,-29791,0,0,10,7
http://www.wikidata.org/entity/Q11436,aircraft,concept,transportation,mode of transport,cultural agnostic,0,vehicle,"[338, 4086, 70, 1203, 353, 1171, 992, 27805, 5722, 1679, 21962, 64, 12567, 454, 9435, 24762, 277, 145, 3252, 713, 3494, 560, 10075, 41290, 8588, 23813, 29248, 946, 19911, 4061, 2860, 657, 14642, 189, 192, 706, 1211, 23541, 488, 4884, 137, 2108, 6247, 437, 12916, 524, 849, 2748, 3397, 281, 6782, 9249, 1558, 968, 2970, 1617, 2848, 521, 1011, 4347, 1345, 1512, 222, 8519, 3188, 876, 507, 951, 3004, 382, 12288, 23101, 579, 324, 1453, 1422, 13899, 1213, 384, 38038, 5903, 1349, 6887, 4679, 1043, 15802, 1400, 4785, 1448, 9400, 268, 24077, 1108, 1730, 1224, 9748, 1935, 6506, 818, 286, 184, 716, 8781, 374, 11897, 85]",8416.649076789781,5712.83962264151,106,-8257188.751907341,-10968510932,605561,"[2, 3, 1, 4, 3, 9, 3, 14, 29, 11, 24, 1, 1, 12, 101, 49, 18, 38, 1, 35, 6, 6, 5, 1, 6, 23, 4, 2, 3, 5, 1, 4, 2, 1, 4, 1, 1, 5, 1, 3, 1, 1, 9, 1, 5, 13, 4, 13, 3, 34, 4, 4, 2, 1, 41, 2, 4, 4, 1, 8, 2, 3, 4, 4, 4, 1, 4, 4, 16, 4]",15.252728093220382,9.2,644,-2783.0992347526126,-22209,0,0,3,0
http://www.wikidata.org/entity/Q583479,Alcantara,concept,fashion,textile,cultural agnostic,0,nonwoven fabric,"[1679, 542, 1817, 223, 3823, 3165, 2179, 2237, 840, 2360, 4750, 2879, 1839, 791, 1208, 535, 1921, 1738, 2307, 2906, 2506, 318, 1891, 434, 184]",1151.104419937653,1802.88,25,-501730.1494646428,-114385441,45072,"[4, 2, 5, 9, 18, 6, 17, 1, 4, 3, 4, 9, 6, 1, 4, 13, 6, 3, 3]",4.818592799261726,6.2105263157894735,118,-356.11351268292117,-1173,0,0,2,0
http://www.wikidata.org/entity/Q91717,alcazaba,concept,history,monument,cultural representative,Spain,home,"[1275, 616, 2922, 615, 774, 5588, 577, 2516, 666, 1211, 900, 441, 499, 299, 747, 3376, 990, 3282, 317, 1269]",1348.656627907934,1444.0,20,-317793.8122432972,-78080213,28880,"[1, 11, 21, 1, 1, 3, 2, 1]",6.7903884277705355,5.125,41,-137.0473011855277,-578,0,0,3,1
http://www.wikidata.org/entity/Q1453,Alexandra Stan,entity,fashion,model,cultural representative,0,0,"[1113, 783, 180, 6845, 14795, 1028, 2260, 2708, 353, 5464, 401, 13906, 13484, 773, 672, 5287, 1008, 13714, 6078, 1230, 3742, 537, 1969, 107, 11574, 1354, 298, 1279, 2008, 821, 656, 970, 3182, 11138, 8169, 1008, 1149, 5085, 844, 973, 1782, 669, 4954, 1944]",4258.720376091337,3597.590909090909,44,-2001958.7348789463,-1367491821,158294,"[9, 8, 3, 6, 3, 8, 1, 1, 121, 117, 1, 10, 3, 12, 17, 9, 4, 7, 11, 4, 6, 1, 5, 3, 1, 56, 10, 1, 4, 3, 15, 18]",28.594074451711144,14.9375,478,-2532.0014989837396,-33303,1,0,5,4
http://www.wikidata.org/entity/Q9570,Amitabh Bachchan,entity,books,writer,cultural representative,0,0,"[60, 382, 2012, 12031, 2536, 289, 900, 802, 3170, 1387, 1336, 1501, 268, 74, 26679, 5174, 8148, 5448, 774, 976, 7580, 3798, 171, 2063, 46815, 7317, 12210, 1960, 10136, 3340, 5869, 1037, 67, 25899, 2965, 242, 29876, 1498, 389, 5113, 916, 6924, 142, 726, 1977, 101, 12417, 14917, 1081, 4781, 679, 27089, 511, 58, 227, 905, 3386, 750, 2738, 389, 39053, 109, 1084, 4812, 3570, 3123, 1935, 3227, 1011, 348, 15284, 727, 6089, 160, 1243, 630, 4211, 6376, 1634, 15215, 147, 74, 419, 935, 1151, 1841, 1567, 7412, 3899, 666, 3209, 27736, 23911, 1983, 419, 788, 3875, 3271, 16558, 1585, 159, 2276, 541, 164, 279, 589, 272, 223, 87, 790]",8362.206234255102,4906.118181818182,110,-7332552.00092085,-10339613758,539673,"[99, 8, 48, 5, 4, 40, 5, 3, 6, 7, 2, 61, 15, 2, 3, 4, 2, 14, 1, 42, 19, 9, 8, 7, 50, 2, 72, 2, 2, 9, 19, 12, 1, 183, 1, 51, 2, 1, 6, 7, 1, 7, 7, 5, 5, 5, 5, 46, 1, 7, 43, 8, 5, 9, 11, 13, 1, 4, 7, 17, 2, 43, 111, 3, 1, 8, 13, 48, 1, 7, 3, 4, 3]",29.609499522963493,17.643835616438356,1288,-6902.5695847427005,-86725,1,0,4,8
http://www.wikidata.org/entity/Q46392,Amjad Khan,entity,films,film director,cultural representative,0,0,"[1110, 649, 894, 817, 5612, 1469, 540, 4015, 462, 2942, 2551, 1783, 1845, 174, 230, 2574, 107, 626, 299, 3704, 337, 1378, 2929, 1922, 204, 844, 516, 225, 2690]",1359.047470164061,1498.2068965517242,29,-482298.3127297411,-118657383,43448,"[2, 1, 2, 6, 20, 1, 2, 1, 7, 18, 9, 1, 6, 2, 3, 3, 5, 6, 4, 1, 14]",5.429824416800133,5.428571428571429,114,-346.6297307916439,-1237,1,0,4,1
http://www.wikidata.org/entity/Q487265,Anasyrma,concept,gestures and habits,body language,cultural representative,0,0,"[1704, 5417, 8459, 8460, 7493, 2736, 930, 2067, 7508, 2267, 7011, 2154, 4478, 9182, 9691, 7415, 6215, 256]",3039.6236573620527,5191.277777777777,18,-1180396.5424613724,-651396184,93443,"[1, 11, 13, 9, 10, 3, 1, 4, 1, 1, 14, 10, 9, 20, 22, 9, 13, 1]",6.361535648133172,8.444444444444445,152,-536.8956313321061,-2011,0,0,4,2
http://www.wikidata.org/entity/Q25314,Angiosperms,concept,biology,plant,cultural agnostic,0,Plantae,"[6216, 698, 946, 3722, 2697, 27158, 1807, 1043, 462, 11815, 599, 632, 314, 5304, 2806, 664, 2508, 6220, 357, 1083, 4471, 259, 16495, 1193, 777, 11964, 9294, 2133, 375, 3189, 16708, 7196, 29417, 3328, 10920, 31006, 1599, 1412, 46364, 3971, 26049, 257, 1127, 3021, 10201, 2524, 2096, 143, 14853, 3313, 298, 12846, 1555, 214, 350, 689, 8772, 3893, 11099, 442, 5403, 10532, 997, 8983, 9052, 1450, 4505, 1326, 3519, 797, 3667, 16341, 2996, 11068, 2112, 222, 3503, 2804, 138, 1230, 11349, 784, 93, 1423, 386, 9839, 1440, 20448, 401, 1013, 259, 126, 11487, 1757, 1508, 5394, 834, 83198, 13789, 2392, 582, 714, 9695, 5187, 406, 3609, 1360, 478, 5696, 8055, 6635, 772, 3704, 1017, 1840, 213, 645, 1935, 1587, 5819, 9591, 16900, 979, 2653, 1553, 33524, 613, 237, 96, 743, 605, 267, 93, 9165]",10062.913151394276,5808.932835820896,134,-10677588.79069202,-18090793518,778397,"[2, 32, 1, 4, 1, 8, 8, 1, 3, 3, 9, 44, 1, 3, 1, 1, 2, 14, 9, 3, 4, 93, 12, 1, 1, 13, 1, 1, 1, 57, 4, 6, 2, 3, 4, 3, 1, 11, 5, 3, 6, 1, 1, 14, 7, 6, 1, 6, 10, 10, 8, 1, 2, 6, 3, 3, 36, 8, 2, 15, 30, 3, 11, 8, 5, 11, 6, 7, 1, 11, 4, 1, 23, 3, 3, 21, 3, 3, 2, 2, 10, 3, 9, 9, 26, 1, 2]",13.301865363284636,8.505747126436782,740,-3017.876442550898,-21687,0,0,2,0
http://www.wikidata.org/entity/Q1107,anime,concept,films,film genre,cultural representative,0,audiovisual work,"[31284, 4348, 493, 723, 7660, 245, 1343, 1308, 13045, 817, 2481, 6175, 1241, 5193, 20251, 3018, 13762, 2144, 3364, 55595, 1061, 813, 1557, 950, 10018, 704, 2053, 16575, 110182, 2934, 3483, 46826, 26556, 69230, 3240, 11032, 5676, 4426, 25012, 3082, 764, 4389, 24809, 162, 107, 31629, 593, 8885, 11325, 23509, 874, 2588, 4018, 2614, 1615, 80667, 37, 31167, 568, 18353, 8212, 5306, 12459, 646, 383, 5196, 7798, 273, 95, 767, 290, 933, 21505, 23353, 2828, 1208, 753, 14862, 3007, 34473, 4427, 1556, 2761, 15125, 1231, 7304, 4306, 566, 563, 14800, 486, 5790, 21190, 955, 25603, 1146, 42835, 359, 540, 644, 9510, 6276, 7550, 12498, 1124, 10149, 13215, 390, 18398, 1230, 330, 6728, 130, 195, 6063, 183, 60172, 7309, 1122, 17558, 2102, 280, 36734, 458, 4783, 5157, 77624, 272, 183, 1069, 1760, 670, 108, 4752, 30778]",17488.27393680318,10459.014814814816,135,-20687568.196128707,-56056146684,1411967,"[81, 2, 26, 1, 25, 1, 32, 2, 18, 41, 7, 31, 1, 3, 129, 1, 1, 7, 11, 5, 129, 13, 3, 7, 155, 17, 6, 2, 5, 36, 2, 1, 16, 1, 1, 10, 246, 17, 5, 2, 2, 38, 3, 2, 1, 41, 1, 6, 3, 111, 11, 14, 18, 1, 16, 27, 44, 46, 91, 1, 2, 1, 8, 26, 1, 24, 36, 2, 115, 1, 2, 57, 38, 17, 2, 423, 5, 1]",61.15793809886768,29.96153846153846,2337,-15076.608350248303,-361762,1,0,7,7
http://www.wikidata.org/entity/Q27585,AOL,entity,media,media company,cultural exclusive,United States,0,"[4945, 774, 799, 1212, 717, 650, 258, 2028, 1200, 15176, 2026, 47862, 5583, 21318, 892, 550, 2025, 10505, 13892, 36943, 4973, 6386, 1368, 5603, 4295, 396, 37882, 1504, 3654, 2238, 404, 483, 2674, 8434, 3026, 18811, 264, 1072, 384, 417, 1389, 917, 2757, 223, 293, 70, 370, 674, 1097]",10232.253408792263,5743.122448979592,49,-3910533.8670231574,-6746440798,281413,"[29, 2, 3, 9, 4, 3, 1, 38, 3, 185, 15, 9, 6, 34, 77, 91, 1, 64, 17, 12, 1, 90, 5, 8, 4, 1, 2, 9, 9, 106, 2, 1, 3, 3, 6, 1, 1, 9]",38.72418271403293,22.73684210526316,864,-5088.9202542153935,-76627,1,0,1,2
http://www.wikidata.org/entity/Q192150,apéritif,concept,food,drink,cultural representative,0,alcoholic beverage,"[1980, 182, 456, 1485, 637, 1488, 1247, 1100, 4074, 5182, 479, 395, 483, 1605, 7538, 1882, 3135, 2703, 1487, 153, 10934, 1004, 298, 1036, 1727, 837, 955, 1150, 618, 2811, 276, 682, 1330, 5517, 1360, 415]",2223.2671631763073,1906.6944444444443,36,-795828.9420480506,-308822420,68641,"[1, 1, 5, 2, 12, 1, 1, 9, 1, 1, 3, 2, 4, 1, 2, 2, 1, 1, 3, 3, 2, 14]",3.5825564536796417,3.272727272727273,72,-168.72614691136835,-517,0,0,2,4
http://www.wikidata.org/entity/Q618238,Aperol,entity,food,drink,cultural representative,Italy,apéritif,"[2099, 3700, 1874, 1607, 954, 1555, 1428, 476, 3793, 1319, 5284, 433, 124, 930, 296, 865, 1513, 2310, 1277, 1227, 3985, 431]",1326.4806665299295,1703.6363636363635,22,-417443.94772919547,-102562411,37480,"[1, 4, 3, 5, 3, 5, 4, 3, 8, 5, 10, 1, 3, 3, 5, 9, 6, 6]",2.4037008503093262,4.666666666666667,84,-202.9811553790729,-495,1,0,3,1
http://www.wikidata.org/entity/Q207241,applied arts,concept,visual arts,visual arts,cultural agnostic,0,visual arts,"[2770, 3216, 1303, 378, 5047, 1377, 614, 1769, 1690, 1632, 2122, 1254, 3144, 1811, 1014, 1610, 5700, 1717, 307, 979, 9663, 2205, 7170, 2199, 586, 925, 1044, 870, 625, 370, 589, 1891, 1029, 1432, 742, 5854, 1962, 699, 1054, 12681, 869, 9447, 1704, 763, 664, 5683, 1349, 441, 2363, 6856, 19416, 119, 41, 190]",3499.2288800250117,2647.203703703704,54,-1745196.072651225,-1039623670,142949,"[1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 9, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 17, 9, 1, 4, 1, 1, 3, 2]",3.3732608687868906,2.433333333333333,73,-151.30040582938085,-518,0,0,1,7
http://www.wikidata.org/entity/Q17045537,aragoto,concept,films,acting style,cultural exclusive,0,0,"[880, 1617, 798, 1176, 1858, 1481, 762]",403.2035491421378,1224.571428571429,7,-88601.65170879327,-11635037,8572,"[5, 4, 4]",0.4714045207910317,4.333333333333333,13,-27.60964047443681,-56,0,0,0,0
http://www.wikidata.org/entity/Q42973,architect,concept,fashion,designer,cultural agnostic,0,designer,"[2480, 1482, 2717, 1219, 2328, 2929, 3955, 1735, 1540, 2889, 684, 5369, 2188, 235, 4470, 27659, 296, 18600, 3257, 16944, 419, 6903, 4227, 54157, 2397, 896, 2240, 18534, 4660, 11257, 402, 4902, 680, 2872, 491, 107, 10112, 47373, 2026, 1922, 207, 468, 15434, 1188, 1603, 456, 1074, 137, 796, 1219, 1004, 3083, 7957, 563, 527, 5864, 123, 12025, 757, 16789, 251, 257, 3616, 94, 7882, 250, 5797, 34443, 186, 2462, 4218, 1117, 2614, 1354, 3371, 4638, 1044, 759, 1578, 8244, 2007, 372, 5580, 1106, 228, 5348, 49, 964, 12949, 156, 208, 95, 155, 5478]",8959.682748888425,4996.776595744681,94,-6386901.300100102,-9892906982,469697,"[3, 2, 6, 4, 1, 6, 4, 6, 5, 1, 1, 17, 23, 6, 11, 1, 2, 6, 45, 11, 14, 1, 6, 1, 6, 3, 2, 1, 3, 4, 5, 2, 1, 1, 4, 15, 3, 3, 1, 10, 4, 5, 28, 4, 2, 2, 4, 10, 3, 1, 1, 2, 1, 12, 5]",7.628870782854276,6.0181818181818185,331,-1106.2763677433877,-5192,0,0,6,4
http://www.wikidata.org/entity/Q3151019,architectural engineer,concept,architecture,architect,cultural agnostic,0,architect,"[4673, 20173, 866]",8350.006640050586,8570.666666666666,3,-353891.7987531968,-429536813,25712,"[4, 5]",0.5,4.5,9,-19.60964047443681,-40,0,0,1,0
http://www.wikidata.org/entity/Q45418,argan oil,concept,food,ingredient,cultural agnostic,0,cooking oil,"[1092, 1406, 1085, 3752, 3541, 10156, 7682, 11031, 6292, 11885, 2925, 1757, 4934, 12553, 635, 118, 258, 5058, 335, 473, 1089, 190, 2084, 5119, 7002, 1083, 644, 7411, 578, 9554]",3875.820064622884,4057.4,30,-1539565.5943771286,-944534277,121722,"[12, 1, 4, 5, 12, 21, 9, 17, 35, 4, 1, 11, 21, 4, 2, 2, 1, 1, 1, 3, 11, 7, 4, 21, 21]",8.751137068975664,9.24,231,-880.658370479058,-4048,0,0,1,1
http://www.wikidata.org/entity/Q1792450,art historian,concept,history,historian,cultural agnostic,0,historian,"[12668, 1606, 1680, 4814, 34514, 71420, 31898, 1670, 263, 33635, 192, 22633, 8158, 8321]",19616.519684455045,16676.571428571428,14,-3484767.793804811,-9280822307,233472,"[16, 27, 68, 73, 2, 24, 30, 3, 2]",25.30163709142499,27.22222222222222,245,-1324.1873339494048,-12430,0,0,9,2
http://www.wikidata.org/entity/Q11629,art of painting,concept,visual arts,visual arts,cultural agnostic,0,visual arts,"[3459, 10658, 907, 962, 1648, 539, 703, 1353, 159, 1631, 1847, 192, 10320, 308, 3748, 2690, 38796, 2161, 2167, 239, 490, 1416, 6030, 699, 43636, 571, 116, 188, 670, 30622, 1639, 468, 28837, 34518, 868, 1601, 44856, 42756, 44524, 761, 29510, 2220, 17139, 5742, 349, 260, 131, 10668, 791, 46, 706, 481, 41422, 1461, 488, 1607, 482, 4644, 28687, 952, 3706, 3759, 906, 1227, 20568, 20592, 591, 15608, 843, 89, 1354, 7438, 227, 2549, 411, 764, 2442, 859, 16193, 1562, 2481, 992, 2096, 3538, 1283, 25563, 1500, 1350, 194, 629, 326, 4417, 3954, 700, 53, 39185, 1379, 6111, 545, 6841, 716, 6428, 86, 6204, 607, 4143, 799, 218, 295, 10822, 2363, 4389, 133, 1611, 177, 1076, 718, 2406, 205, 6316, 6435, 1161, 1561, 33508, 1824, 19250, 214, 788, 341, 2677, 2131, 13078, 7769, 28626, 2562, 855, 67248, 904, 1577, 23275, 6177, 11137, 13214, 666, 2019, 1456, 4722, 1461, 8470, 38638, 812, 2143, 3100, 1490, 5598, 1541, 273, 133, 93, 1374, 873, 88, 160, 785, 431, 453, 15332, 5129]",11702.91200599526,6640.642857142857,168,-15790483.616123522,-30417456211,1115628,"[1, 3, 3, 3, 1, 11, 2, 5, 37, 2, 4, 2, 2, 1, 48, 1, 32, 1, 1, 18, 43, 19, 6, 5, 3, 43, 1, 5, 5, 3, 3, 1, 3, 1, 1, 4, 1, 1, 2, 5, 1, 2, 1, 1, 1, 9, 2, 25, 2, 3, 1, 1, 1, 11, 10, 54, 2, 19, 3, 2, 2, 27, 18, 3, 4, 6, 21, 1, 16, 2, 1, 3, 11]",12.148576673054528,8.205479452054794,599,-2475.7876116095304,-15688,0,0,14,7
