entity,ref_distribution,std_ref,avg_ref
http://www.wikidata.org/entity/Q101879,"[3, 3, 1, 1, 2, 2, 2, 1, 31, 10, 1, 2, 23, 71, 36, 13, 5, 3, 81, 1, 1, 3, 1, 3, 3, 18, 1, 4, 6, 3, 3, 9, 4, 9, 2, 1, 14, 1, 2, 1, 4, 1, 3, 30, 26, 3, 13, 14, 1, 2, 4, 1, 6, 2, 5]",15.450202598366745,9.018181818181818
http://www.wikidata.org/entity/Q102341,"[1, 1, 9, 15, 24, 3, 1, 2, 2, 6, 3, 20, 11, 110, 2, 19, 4, 4, 5, 9, 4, 2, 16, 8, 10, 6, 68, 4, 4, 3, 6, 3, 3, 1, 14, 69, 4, 15, 9, 1, 2, 2, 4, 6, 2, 11]",20.147002291240536,11.478260869565217
http://www.wikidata.org/entity/Q103039,"[13, 9, 1, 3, 1, 4]",4.412734098291242,5.166666666666667
http://www.wikidata.org/entity/Q10316916,"[15, 9]",3.0,12.0
http://www.wikidata.org/entity/Q1004,"[3, 1, 3, 2, 20, 7, 20, 113, 3, 3, 57, 3, 10, 64, 5, 12, 68, 64, 14, 30, 1, 1, 18, 12, 1, 4, 5, 1, 6, 3, 5, 5, 11, 13, 2, 1, 2, 3, 4, 3, 9, 4, 1, 3, 4, 1, 8, 2, 7, 2, 3, 2, 27, 3, 55, 1, 14, 2, 44, 2, 4, 1, 1, 4, 32, 3, 1, 161, 1, 3, 1, 84, 14]",27.614277475798904,15.164383561643836
http://www.wikidata.org/entity/Q10259,"[4, 5, 2, 2, 55, 5, 1, 81, 1, 3, 1, 6, 5, 2, 1, 3, 16, 3, 1, 3, 5, 5, 5, 2, 39, 2, 4, 5, 2, 1, 8, 25, 1, 15, 17, 1, 3, 6, 33, 32, 27, 1, 7, 1, 11, 2, 2, 4, 15, 5, 1, 2, 5, 1, 1, 12, 10, 5, 26, 16, 3, 1, 5, 9, 8, 1]",13.65924007044726,8.969696969696969
http://www.wikidata.org/entity/Q10336568,"[2]",0.0,2.0
http://www.wikidata.org/entity/Q1027879,"[2, 1, 1, 8, 8, 1, 2, 3, 1, 151, 5, 1, 1, 1, 1, 3, 7, 15, 4, 3, 8, 45, 1, 2, 1, 1]",29.37285809892201,10.653846153846153
http://www.wikidata.org/entity/Q1034288,"[6, 10, 1, 1]",3.774917217635375,4.5
http://www.wikidata.org/entity/Q1033810,"[6, 10, 9, 4, 2, 3, 3, 6, 1, 37]",10.024470060806205,8.1
http://www.wikidata.org/entity/Q1035168,"[1, 56, 3, 3, 4]",21.322288807724185,13.4
http://www.wikidata.org/entity/Q1030814,"[3, 3, 5, 1, 28, 16, 19, 19, 1, 14, 5, 1, 47, 27, 8, 21, 7, 4, 11, 3, 22, 1, 5, 1, 2, 5, 4, 21, 26]",11.118216779320411,11.379310344827585
http://www.wikidata.org/entity/Q1031250,"[25, 8, 6, 1, 3, 1, 1, 2, 3, 11, 24, 1, 3, 2, 14, 1]",7.728801653555355,6.625
http://www.wikidata.org/entity/Q1038556,"[1, 1, 3, 2, 2]",0.7483314773547883,1.8
http://www.wikidata.org/entity/Q103424,"[2, 10, 3, 6, 7, 3, 6]",2.602981022612657,5.285714285714286
http://www.wikidata.org/entity/Q10426957,"[92, 4, 2]",41.96294661828324,32.666666666666664
http://www.wikidata.org/entity/Q104414508,"[11]",0.0,11.0
http://www.wikidata.org/entity/Q10444973,"[20, 2, 9]",7.408703590297622,10.333333333333334
http://www.wikidata.org/entity/Q10360338,"[5, 6, 1, 35, 1, 3, 6, 10, 2, 14, 11, 6, 8, 6]",8.288176973920164,8.142857142857142
http://www.wikidata.org/entity/Q102813,"[3, 2, 19, 5, 8, 3, 7, 2, 1, 1, 18, 2, 12, 20, 79, 7, 5, 2, 7, 21, 10, 2, 8, 5, 2, 11, 5, 1, 3, 20, 20, 15, 22, 4, 5, 5, 1, 2]",13.213907095186556,9.605263157894736
http://www.wikidata.org/entity/Q1047433,"[1, 1, 1]",0.0,1.0
http://www.wikidata.org/entity/Q104758896,"[16]",0.0,16.0
http://www.wikidata.org/entity/Q104157,"[1, 3, 1, 1, 1, 1, 81, 6, 8, 1, 3, 5, 1, 1, 1, 11, 5]",18.549662137028907,7.705882352941177
http://www.wikidata.org/entity/Q1046057,"[3, 1, 20, 1, 6, 2, 4, 2, 17, 1, 5, 1, 6, 2, 1, 9, 3, 2, 14, 1]",5.517925334761245,5.05
http://www.wikidata.org/entity/Q10484375,"[3]",0.0,3.0
http://www.wikidata.org/entity/Q104849782,"[3, 11, 1]",4.320493798938574,5.0
http://www.wikidata.org/entity/Q104625,"[1, 12, 14, 28, 28, 9, 26, 9, 23, 2, 23, 5, 28, 5, 6]",9.938477415244918,14.6
http://www.wikidata.org/entity/Q1048148,"[3, 1, 5, 8, 10, 2, 4, 2, 5, 1, 2, 1, 3, 24, 1, 2]",5.599944196150529,4.625
http://www.wikidata.org/entity/Q104866455,"[6, 2]",2.0,4.0
http://www.wikidata.org/entity/Q104870168,"[8]",0.0,8.0
http://www.wikidata.org/entity/Q1048584,"[20, 20, 1, 1, 1, 12, 3]",8.241260058203403,8.285714285714286
http://www.wikidata.org/entity/Q103114,"[22, 31, 8, 4, 5, 24, 2, 3, 6, 53, 27, 1, 16, 8, 3, 1, 12, 123, 4, 8, 21, 14, 3, 1, 7, 27, 1, 1, 8, 44, 2, 14, 7, 39, 21, 7, 21, 20, 1, 1, 16, 8, 21, 3, 4]",20.35676852281221,14.955555555555556
http://www.wikidata.org/entity/Q1049240,"[2, 2, 2, 4]",0.8660254037844386,2.5
http://www.wikidata.org/entity/Q1049253,"[1, 1, 1, 14, 6, 4, 1, 1, 2, 2, 5, 5, 2, 3, 3, 1, 1, 2, 2]",3.008759142727674,3.0
http://www.wikidata.org/entity/Q1048902,"[2, 1, 19, 1, 1, 9, 5, 2, 2, 12, 1, 1, 1, 1]",5.276052946462682,4.142857142857143
http://www.wikidata.org/entity/Q103343,"[16, 14, 6, 2, 5, 3, 2, 2, 5, 78, 12, 179, 1, 73, 27, 1, 2, 105, 6, 15, 31, 5, 6, 6, 55, 2, 1, 52, 2, 7, 21, 19, 63, 2, 60, 4, 110, 3, 7, 8, 2, 7, 36, 53, 5, 2, 5, 18, 17]",35.24189037425755,23.73469387755102
http://www.wikidata.org/entity/Q1051620,"[2, 5, 2, 2]",1.299038105676658,2.75
http://www.wikidata.org/entity/Q1049667,"[19, 3, 6, 64, 8, 11, 2, 10, 1, 5, 3, 5, 2, 6, 1, 1]",14.879594878557683,9.1875
http://www.wikidata.org/entity/Q1050259,"[22, 4, 1, 11, 2, 9, 2, 4, 2, 21, 1, 1, 1, 4, 1, 2]",6.670832032063167,5.5
http://www.wikidata.org/entity/Q105216541,"[15, 18, 13, 15]",1.7853571071357126,15.25
http://www.wikidata.org/entity/Q105274258,"[10, 10]",0.0,10.0
http://www.wikidata.org/entity/Q1050303,"[2, 1, 3, 1, 18, 3, 6, 3, 2, 1, 2, 4, 7, 2, 1]",4.186751591495355,3.7333333333333334
http://www.wikidata.org/entity/Q104819,"[4, 6, 1, 1, 5, 5, 4, 1, 19, 9, 5, 27, 5, 5, 1, 4, 14, 3, 1, 6, 3, 5, 3, 1, 3, 3, 2, 1, 2, 4, 3, 3, 2, 14, 18, 1, 6, 4, 2, 1, 2, 4, 1, 1, 1, 1]",5.343273070670305,4.717391304347826
http://www.wikidata.org/entity/Q1051656,"[1, 3, 8, 3, 5, 11, 8, 5, 1, 1, 5, 1, 3, 1, 2, 7, 1, 1, 2, 3]",2.870540018881465,3.6
http://www.wikidata.org/entity/Q1048694,"[1, 1, 2, 2, 8, 2, 99, 2, 1, 3, 7, 2, 7, 1, 2, 1, 15, 2, 4, 3, 2, 4, 2, 1, 6, 5, 5, 3, 7, 1, 3, 3, 2, 1, 53, 1, 2, 1, 1, 7, 1, 3, 2, 2, 1, 2, 2]",15.693360869280747,6.127659574468085
http://www.wikidata.org/entity/Q105580397,"[2, 2]",0.0,2.0
http://www.wikidata.org/entity/Q1053885,"[7, 4, 3, 142, 2, 3, 2, 5, 20, 2, 10, 4, 1, 4, 13, 16, 5, 1, 8, 11, 2, 9, 5, 1]",27.61139056420174,11.666666666666666
http://www.wikidata.org/entity/Q1053574,"[3, 1, 11, 2, 14, 2, 6, 1, 1, 10, 14, 4, 3, 9, 1, 13, 4, 9, 2, 5, 10, 9, 9, 2]",4.382533196933278,6.041666666666667
http://www.wikidata.org/entity/Q105643368,"[4, 2, 2, 2]",0.8660254037844386,2.5
http://www.wikidata.org/entity/Q1056378,"[1, 4, 1, 1, 1, 2, 1]",1.049781318335648,1.5714285714285714
http://www.wikidata.org/entity/Q105659181,"[2, 3]",0.5,2.5
http://www.wikidata.org/entity/Q1056441,"[8, 17, 10]",3.858612300930075,11.666666666666666
http://www.wikidata.org/entity/Q105708810,"[2, 10, 4]",3.39934634239519,5.333333333333333
http://www.wikidata.org/entity/Q104000,"[2, 3, 10, 14, 1, 8, 55, 10, 5, 14, 1, 3, 47, 77, 1, 31, 40, 1, 147, 1, 1, 7, 15, 37, 23, 18, 9, 109, 9, 169, 1, 4, 17, 2, 1, 3, 4, 25, 1, 52, 5, 3, 25, 19, 3, 4, 29, 15, 3, 1, 5, 26, 29, 7, 6]",33.62218865939476,21.054545454545455
http://www.wikidata.org/entity/Q105725005,"[3]",0.0,3.0
http://www.wikidata.org/entity/Q1054574,"[5, 1, 1, 2, 2, 1, 1, 2, 15, 16, 6, 5, 11, 2, 9, 5, 6, 1, 1, 1, 5, 7, 10, 18, 7, 3, 2, 13, 1, 9, 1, 1, 1, 4, 8, 1, 2, 1, 7]",4.632589016882735,4.9743589743589745
http://www.wikidata.org/entity/Q1056251,"[2, 7, 1, 8, 4, 69, 9, 77, 1, 1, 85, 10, 77, 79]",35.04574270339627,30.714285714285715
http://www.wikidata.org/entity/Q105757842,"[16]",0.0,16.0
http://www.wikidata.org/entity/Q1057026,"[3, 5, 9, 1, 2, 1, 2, 2, 8, 1]",2.8,3.4
http://www.wikidata.org/entity/Q1057354,"[1, 15, 8, 5, 18, 3, 4, 3, 4]",5.533288710217215,6.777777777777778
http://www.wikidata.org/entity/Q106045144,"[9]",0.0,9.0
http://www.wikidata.org/entity/Q1057172,"[13, 7, 1, 80, 37, 29, 4, 80, 9, 7, 1, 1, 87, 22, 3, 1, 71, 1, 12]",30.084737205805578,24.526315789473685
http://www.wikidata.org/entity/Q106071447,"[12]",0.0,12.0
http://www.wikidata.org/entity/Q1060201,"[8, 1, 1, 54, 1, 1, 8, 17, 4, 13, 2, 3, 16]",13.897767050648204,9.923076923076923
http://www.wikidata.org/entity/Q1060398,"[3, 12, 31, 1, 18, 5, 2, 4, 4, 2, 2, 5, 8, 2, 1, 3, 10]",7.514231019876166,6.647058823529412
http://www.wikidata.org/entity/Q1060475,"[5, 3, 2, 4, 30, 3, 6, 1, 2, 3, 2, 4, 2, 13, 2]",7.126164622166836,5.466666666666667
http://www.wikidata.org/entity/Q1060893,"[2, 5, 6, 16, 9, 8, 12]",4.2999762695121175,8.285714285714286
http://www.wikidata.org/entity/Q106153896,"[1]",0.0,1.0
http://www.wikidata.org/entity/Q10616457,"[143, 6]",68.5,74.5
http://www.wikidata.org/entity/Q106179839,"[44, 23, 19, 24, 12, 1]",13.073510112692254,20.5
http://www.wikidata.org/entity/Q105570,"[26, 4, 15, 19, 2, 36, 3, 3, 5, 110, 20, 3, 7, 4, 11, 24, 2, 65, 71, 15, 1, 2, 3, 21, 2, 104, 66, 7, 69, 1, 10, 9, 15, 16, 68, 46, 73, 4, 6, 105]",31.958478921876114,26.825
http://www.wikidata.org/entity/Q106520117,"[1, 1]",0.0,1.0
http://www.wikidata.org/entity/Q1062722,"[1, 18, 20, 3, 18]",8.221921916437786,12.0
http://www.wikidata.org/entity/Q106616204,"[3]",0.0,3.0
http://www.wikidata.org/entity/Q106578100,"[1, 30, 23]",12.355835328567093,18.0
http://www.wikidata.org/entity/Q1061187,"[7, 1, 28, 4, 2, 5, 22, 23, 1, 7]",9.705668446840743,10.0
http://www.wikidata.org/entity/Q106617043,"[10, 6, 1]",3.6817870057290873,5.666666666666667
http://www.wikidata.org/entity/Q105674,"[7, 2, 1, 16, 6, 10, 4, 97, 2, 1, 3, 17, 29, 3, 2, 5, 4, 10, 2, 15, 6, 2, 1, 5, 1, 9, 31, 4, 3, 29, 6, 2, 4, 14, 4, 5, 30, 8, 12, 1, 1, 3, 3, 5, 7]",15.435025105259792,9.6
http://www.wikidata.org/entity/Q1043,"[1, 35, 11, 5, 7, 1, 11, 9, 13, 11, 1, 4, 33, 2, 17, 2, 1, 6, 10, 3, 27, 3, 14, 39, 23, 3, 113, 3, 1, 29, 2, 8, 3, 4, 1, 1, 7, 1, 22, 2, 4, 5, 19, 1, 1, 1, 6, 6, 39, 22, 1, 1, 3, 6, 1, 7, 7, 1, 2, 4, 3, 9, 1, 16, 5, 23, 9, 36, 2, 15, 1, 12, 5, 2, 9, 61, 20, 2, 1, 1, 1, 12, 8, 1, 4, 1, 12, 1, 52, 4, 1, 8, 2, 10, 1, 2, 1, 6, 65, 17, 1, 13, 6, 2, 1, 1, 1, 1, 50, 1]",16.19780874885436,10.409090909090908
http://www.wikidata.org/entity/Q106626,"[3, 9, 11]",3.39934634239519,7.666666666666667
http://www.wikidata.org/entity/Q1066538,"[1, 2, 3, 1, 2, 11]",3.496029493900505,3.3333333333333335
http://www.wikidata.org/entity/Q106646,"[1, 3, 2, 3, 1, 3, 2, 2]",0.7806247497997998,2.125
http://www.wikidata.org/entity/Q1066670,"[1, 2, 1, 2, 1, 6]",1.7716909687891083,2.1666666666666665
http://www.wikidata.org/entity/Q1065579,"[7, 3, 1, 3, 1, 2, 1, 2, 1, 1, 4, 1, 2, 2, 4, 5, 4, 4, 2, 1, 6, 4, 1, 2, 6, 1]",1.7879445075645322,2.730769230769231
http://www.wikidata.org/entity/Q106706300,"[3]",0.0,3.0
http://www.wikidata.org/entity/Q106670,"[1, 1, 5, 4]",1.7853571071357126,2.75
http://www.wikidata.org/entity/Q10666486,"[1, 1, 5, 13, 16, 8, 5, 2, 1, 5, 1, 2, 1, 5]",4.558016038155376,4.714285714285714
http://www.wikidata.org/entity/Q106748984,"[12, 15]",1.5,13.5
http://www.wikidata.org/entity/Q106694,"[1, 1, 1, 3, 1]",0.8,1.4
http://www.wikidata.org/entity/Q106094,"[6, 1, 5, 4, 1, 4, 3, 15, 4, 4, 14, 1, 11, 15, 2, 6, 7, 6, 6, 4, 5, 1, 4, 6, 4, 2, 5, 8, 1, 6, 1, 5, 6, 2, 1, 4, 1, 2, 5, 2]",3.6038174204584785,4.75
http://www.wikidata.org/entity/Q105784,"[8, 46, 1, 47, 3, 18, 11, 5, 9, 54, 33, 61, 12, 29, 1, 10, 5, 15, 2, 26, 26, 24, 20, 1, 15, 13, 1, 44, 1, 2, 13, 1, 62, 40, 1, 5, 8, 50, 2, 19, 25, 24, 20, 1, 7, 72, 7, 7, 5, 4, 4]",18.599979743098526,18.03921568627451
http://www.wikidata.org/entity/Q1067824,"[4, 3]",0.5,3.5
http://www.wikidata.org/entity/Q106828766,"[4]",0.0,4.0
http://www.wikidata.org/entity/Q10680386,"[11, 2]",4.5,6.5
http://www.wikidata.org/entity/Q106765,"[4, 1]",1.5,2.5
http://www.wikidata.org/entity/Q106742,"[3, 15, 19]",6.79869268479038,12.333333333333334
http://www.wikidata.org/entity/Q106731,"[1, 11, 9, 2, 2]",4.147288270665544,5.0
http://www.wikidata.org/entity/Q106936219,"[4]",0.0,4.0
http://www.wikidata.org/entity/Q1069928,"[1, 1, 18, 1, 3, 4, 14, 6, 6, 1, 11, 10]",5.482294734466175,6.333333333333333
http://www.wikidata.org/entity/Q1067977,"[4, 4, 3, 2, 35, 4, 1, 3, 19, 1, 2, 3, 5, 1, 2, 6, 2]",8.357910700664181,5.705882352941177
http://www.wikidata.org/entity/Q107041,"[1, 3, 3, 4]",1.0897247358851685,2.75
http://www.wikidata.org/entity/Q106861,"[5, 2, 18, 7, 4, 116, 28, 1, 7, 9, 2, 9, 3, 3, 50, 5, 3, 3, 1, 2, 2, 26, 4, 4, 28, 3]",23.507049175656768,13.26923076923077
http://www.wikidata.org/entity/Q10710179,"[26, 1, 1, 45, 2, 5, 29, 6]",15.635996130723491,14.375
http://www.wikidata.org/entity/Q107121171,"[4, 8]",2.0,6.0
http://www.wikidata.org/entity/Q107284488,"[14]",0.0,14.0
http://www.wikidata.org/entity/Q106648,"[25, 1, 8, 57, 4, 13, 151, 5, 8, 30, 23, 118, 160, 3, 7, 19, 34, 61, 1, 30, 20, 2, 4, 1, 8, 5, 1, 26, 55, 13, 22, 76, 2, 10, 5, 5, 2, 5, 6, 4]",38.24836597816958,25.75
http://www.wikidata.org/entity/Q107230508,"[1, 8, 3, 44, 1, 11]",15.062831370260003,11.333333333333334
http://www.wikidata.org/entity/Q1072884,"[8, 3, 1, 2, 10]",3.54400902933387,4.8
http://www.wikidata.org/entity/Q1068640,"[3, 1, 43, 49, 2, 68, 1, 34, 2, 3, 2, 5, 24, 1, 2, 55, 2, 6, 1, 3, 11, 9, 1, 15, 6, 47, 3, 7, 1, 4, 3, 2, 15, 1]",18.18294192815425,12.705882352941176
http://www.wikidata.org/entity/Q107335182,"[42, 28, 2]",16.57307052620807,24.0
http://www.wikidata.org/entity/Q106833,"[3, 2, 1, 3, 5, 2, 14, 1, 11, 44, 12, 6, 7, 1, 18, 43, 4, 16, 1, 3, 1, 2, 10, 1, 1, 3, 1, 1, 13, 3, 1, 3, 24, 1, 1, 1, 3, 7, 1, 3, 2, 3, 22, 1]",9.901686140741488,6.954545454545454
http://www.wikidata.org/entity/Q107354951,"[53]",0.0,53.0
http://www.wikidata.org/entity/Q107321,"[33, 1, 2, 4, 3, 2]",11.4418821295566,7.5
http://www.wikidata.org/entity/Q107443763,"[40, 1]",19.5,20.5
http://www.wikidata.org/entity/Q107463192,"[39, 8]",15.5,23.5
http://www.wikidata.org/entity/Q107434367,"[11, 5, 24, 3, 14, 2]",7.646713164636308,9.833333333333334
http://www.wikidata.org/entity/Q107494,"[1, 3, 2]",0.816496580927726,2.0
http://www.wikidata.org/entity/Q107550049,"[32]",0.0,32.0
http://www.wikidata.org/entity/Q10753123,"[1, 1]",0.0,1.0
http://www.wikidata.org/entity/Q1075516,"[4, 5]",0.5,4.5
http://www.wikidata.org/entity/Q107472,"[3, 12, 5]",3.8586123009300755,6.666666666666667
http://www.wikidata.org/entity/Q1074386,"[1, 3, 1, 6, 1, 1]",1.863389981249825,2.1666666666666665
http://www.wikidata.org/entity/Q107612872,"[14, 17, 18, 7, 3]",5.844655678480984,11.8
http://www.wikidata.org/entity/Q107690317,"[24]",0.0,24.0
http://www.wikidata.org/entity/Q1076,"[1, 3, 18, 1, 18, 7, 2, 10, 1, 7, 2, 2, 2, 2]",5.765838877317305,5.428571428571429
http://www.wikidata.org/entity/Q1076136,"[6, 22, 38, 20, 1, 10, 1, 3, 9, 3, 1, 1, 9, 19, 7, 14, 3, 9]",9.495938052987333,9.777777777777779
http://www.wikidata.org/entity/Q107696,"[3, 1, 23, 2, 2, 4]",7.73340517208012,5.833333333333333
http://www.wikidata.org/entity/Q1076601,"[3, 2, 24, 24, 13, 10, 5, 10, 14, 1, 9, 7, 14, 33]",8.987803527275057,12.071428571428571
http://www.wikidata.org/entity/Q107697,"[1, 3, 1]",0.9428090415820634,1.6666666666666667
http://www.wikidata.org/entity/Q10743,"[5, 5, 1, 11, 2, 15, 7, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 3, 2, 2, 5, 9, 5, 1, 1]",3.4747768380248645,3.3333333333333335
http://www.wikidata.org/entity/Q1078671,"[2, 5]",1.5,3.5
http://www.wikidata.org/entity/Q107774,"[3, 10, 7, 11, 3]",3.3704599092705436,6.8
http://www.wikidata.org/entity/Q107752,"[6, 15, 17, 2, 5]",5.89915248150105,9.0
http://www.wikidata.org/entity/Q107985,"[3, 12, 5, 6]",3.3541019662496847,6.5
http://www.wikidata.org/entity/Q107798,"[3, 5, 4, 3]",0.82915619758885,3.75
http://www.wikidata.org/entity/Q10798782,"[8, 43, 3, 1]",17.07886120325357,13.75
http://www.wikidata.org/entity/Q1079215,"[13, 2, 15, 10, 18, 13, 12, 4, 8, 23, 2, 6, 2, 13, 9]",5.988878581726855,10.0
http://www.wikidata.org/entity/Q108040822,"[11, 7, 18]",4.546060565661952,12.0
http://www.wikidata.org/entity/Q1078913,"[1, 1, 5, 1, 7, 8, 2, 3, 1, 25, 1, 3, 10, 1, 1, 20, 4]",6.809315825170721,5.529411764705882
http://www.wikidata.org/entity/Q10779,"[4, 2, 5, 7, 34, 3, 2, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 7, 1, 1, 1]",6.26462623291561,3.2962962962962963
http://www.wikidata.org/entity/Q10816709,"[2, 5]",1.5,3.5
http://www.wikidata.org/entity/Q10800557,"[8, 3, 43, 4, 3, 5, 9, 1, 4, 1, 1, 2]",11.135528725660043,7.0
http://www.wikidata.org/entity/Q108116,"[3, 4, 4, 1]",1.224744871391589,3.0
http://www.wikidata.org/entity/Q108179271,"[1, 100]",49.5,50.5
http://www.wikidata.org/entity/Q108166,"[3, 4, 6, 10]",2.680951323690902,5.75
http://www.wikidata.org/entity/Q10827799,"[5, 2, 3, 3]",1.0897247358851685,3.25
http://www.wikidata.org/entity/Q107994,"[4, 6, 2, 3, 16, 1, 1, 23, 1, 3, 2, 2, 3, 4, 4, 3, 9, 41, 84, 1, 5, 13, 6, 21, 2]",17.561321134812154,10.4
http://www.wikidata.org/entity/Q108316686,"[3]",0.0,3.0
http://www.wikidata.org/entity/Q108246,"[1, 1, 3, 2, 2]",0.7483314773547883,1.8
http://www.wikidata.org/entity/Q108314606,"[3, 3, 2, 2]",0.5,2.5
http://www.wikidata.org/entity/Q108286,"[1, 1]",0.0,1.0
http://www.wikidata.org/entity/Q10690,"[2, 1, 9, 2, 5, 71, 1, 1, 1, 1, 1, 4, 5, 1, 51, 3, 17, 5, 1, 15, 1, 1, 69, 1, 1, 2, 27, 4, 1, 1, 1, 10, 6, 1, 1, 8, 2, 4, 1, 3, 3, 1, 2, 1, 13, 1, 3, 1, 3, 1, 2, 1, 2, 5, 7, 5, 5, 1, 2, 1, 1, 4, 31, 1, 48, 3, 6, 28, 5, 1, 4, 11, 1, 1, 16, 5, 1, 6, 3, 24, 6, 1, 29]",13.709488149508976,7.686746987951807
http://www.wikidata.org/entity/Q108383955,"[1, 16, 8, 4, 4, 7, 6, 2]",4.387482193696061,6.0
http://www.wikidata.org/entity/Q108460216,"[7, 7]",0.0,7.0
http://www.wikidata.org/entity/Q10833314,"[3, 172, 2, 12, 6, 17]",61.3396735853359,35.333333333333336
http://www.wikidata.org/entity/Q108486096,"[2, 5]",1.5,3.5
http://www.wikidata.org/entity/Q108384,"[1, 11, 5, 4]",3.6314597615834874,5.25
http://www.wikidata.org/entity/Q10843402,"[2, 52, 37, 14, 2, 26]",18.279466318492148,22.166666666666668
http://www.wikidata.org/entity/Q10717,"[4, 1, 2, 4, 2, 1, 5, 14, 4, 1, 4, 2, 24, 4, 7, 1, 1, 3, 5, 1, 1, 2, 1, 2, 2, 3, 3, 1, 1, 1, 6, 2, 8, 4, 1, 5, 5, 40, 2, 3, 2, 1, 1, 1, 4, 3, 4, 2, 1, 4, 1, 12, 1, 2, 2, 6, 1, 2, 1, 1, 1, 1, 1]",5.864730320176287,3.7777777777777777
