entity,language,url
http://www.wikidata.org/entity/Q15786,sco,https://sco.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,simple,https://simple.wikipedia.org/wiki/1._FC_Nuremberg
http://www.wikidata.org/entity/Q15786,sk,https://sk.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,sl,https://sl.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,sr,https://sr.wikipedia.org/wiki/ФК_Нирнберг
http://www.wikidata.org/entity/Q15786,sv,https://sv.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,th,https://th.wikipedia.org/wiki/แอร์สเทอร์_เอ็ฟเซ_เนือร์นแบร์ค
http://www.wikidata.org/entity/Q15786,tr,https://tr.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,uk,https://uk.wikipedia.org/wiki/Нюрнберг_(футбольний_клуб)
http://www.wikidata.org/entity/Q15786,vi,https://vi.wikipedia.org/wiki/1._FC_Nürnberg
http://www.wikidata.org/entity/Q15786,wuu,https://wuu.wikipedia.org/wiki/纽伦堡足球俱乐部
http://www.wikidata.org/entity/Q15786,zh,https://zh.wikipedia.org/wiki/纽伦堡足球俱乐部
http://www.wikidata.org/entity/Q268530,de,https://de.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q268530,en,https://en.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q268530,fr,https://fr.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q268530,nl,https://nl.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q268530,no,https://no.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q268530,ru,https://ru.wikipedia.org/wiki/77_Records
http://www.wikidata.org/entity/Q216153,ar,https://ar.wikipedia.org/wiki/حياة_حشرة
http://www.wikidata.org/entity/Q216153,arz,https://arz.wikipedia.org/wiki/حياه_حشره_(فيلم_1998)
http://www.wikidata.org/entity/Q216153,az,https://az.wikipedia.org/wiki/Bir_böcəyin_həyatı
http://www.wikidata.org/entity/Q216153,ban,https://ban.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,be,https://be.wikipedia.org/wiki/Жыццё_насякомых_(мультфільм)
http://www.wikidata.org/entity/Q216153,bg,https://bg.wikipedia.org/wiki/Приключението_на_бръмбарите
http://www.wikidata.org/entity/Q216153,bn,https://bn.wikipedia.org/wiki/এ_বাগ'স_লাইফ
http://www.wikidata.org/entity/Q216153,br,https://br.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,ca,https://ca.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,ceb,https://ceb.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,cs,https://cs.wikipedia.org/wiki/Život_brouka
http://www.wikidata.org/entity/Q216153,cy,https://cy.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,da,https://da.wikipedia.org/wiki/Græsrødderne
http://www.wikidata.org/entity/Q216153,de,https://de.wikipedia.org/wiki/Das_große_Krabbeln
http://www.wikidata.org/entity/Q216153,diq,https://diq.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,dv,https://dv.wikipedia.org/wiki/އަ_ބަގްސް_ލައިފް
http://www.wikidata.org/entity/Q216153,el,https://el.wikipedia.org/wiki/Ζουζούνια_(ταινία)
http://www.wikidata.org/entity/Q216153,eml,https://eml.wikipedia.org/wiki/A_Bug's_Life_-_Megaminimondo
http://www.wikidata.org/entity/Q216153,en,https://en.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,eo,https://eo.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,es,https://es.wikipedia.org/wiki/Bichos:_Una_aventura_en_miniatura
http://www.wikidata.org/entity/Q216153,fa,https://fa.wikipedia.org/wiki/زندگی_یک_حشره
http://www.wikidata.org/entity/Q216153,fi,https://fi.wikipedia.org/wiki/Ötökän_elämää
http://www.wikidata.org/entity/Q216153,fr,https://fr.wikipedia.org/wiki/1_001_Pattes
http://www.wikidata.org/entity/Q216153,gl,https://gl.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,gv,https://gv.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,he,https://he.wikipedia.org/wiki/באג_לייף
http://www.wikidata.org/entity/Q216153,hi,https://hi.wikipedia.org/wiki/ए_बग्स_लाइफ़
http://www.wikidata.org/entity/Q216153,hr,https://hr.wikipedia.org/wiki/Život_buba
http://www.wikidata.org/entity/Q216153,hu,https://hu.wikipedia.org/wiki/Egy_bogár_élete
http://www.wikidata.org/entity/Q216153,hy,https://hy.wikipedia.org/wiki/Ֆլիկի_արկածները
http://www.wikidata.org/entity/Q216153,id,https://id.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,is,https://is.wikipedia.org/wiki/Pöddulíf
http://www.wikidata.org/entity/Q216153,it,https://it.wikipedia.org/wiki/A_Bug's_Life_-_Megaminimondo
http://www.wikidata.org/entity/Q216153,ja,https://ja.wikipedia.org/wiki/バグズ・ライフ
http://www.wikidata.org/entity/Q216153,ka,https://ka.wikipedia.org/wiki/მწერის_ცხოვრება
http://www.wikidata.org/entity/Q216153,ko,https://ko.wikipedia.org/wiki/벅스_라이프
http://www.wikidata.org/entity/Q216153,lt,https://lt.wikipedia.org/wiki/Iš_vabalų_gyvenimo
http://www.wikidata.org/entity/Q216153,lv,https://lv.wikipedia.org/wiki/Kukaiņu_dzīve
http://www.wikidata.org/entity/Q216153,ml,https://ml.wikipedia.org/wiki/എ_ബഗ്‌സ്_ലൈഫ്
http://www.wikidata.org/entity/Q216153,ms,https://ms.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,my,https://my.wikipedia.org/wiki/ပိုးကောင်ရဲ့ဘဝ
http://www.wikidata.org/entity/Q216153,nl,https://nl.wikipedia.org/wiki/Een_luizenleven
http://www.wikidata.org/entity/Q216153,nn,https://nn.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,no,https://no.wikipedia.org/wiki/Småkryp
http://www.wikidata.org/entity/Q216153,pl,https://pl.wikipedia.org/wiki/Dawno_temu_w_trawie
http://www.wikidata.org/entity/Q216153,pt,https://pt.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,qu,https://qu.wikipedia.org/wiki/Añayllup_Kawsaynin
http://www.wikidata.org/entity/Q216153,ro,https://ro.wikipedia.org/wiki/Aventuri_la_firul_ierbii
http://www.wikidata.org/entity/Q216153,ru,https://ru.wikipedia.org/wiki/Приключения_Флика
http://www.wikidata.org/entity/Q216153,simple,https://simple.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,sk,https://sk.wikipedia.org/wiki/Život_chrobáka
http://www.wikidata.org/entity/Q216153,sr,https://sr.wikipedia.org/wiki/Живот_буба
http://www.wikidata.org/entity/Q216153,sv,https://sv.wikipedia.org/wiki/Ett_småkryps_liv
http://www.wikidata.org/entity/Q216153,th,https://th.wikipedia.org/wiki/ตัวบั๊กส์_หัวใจไม่บั๊กส์
http://www.wikidata.org/entity/Q216153,tr,https://tr.wikipedia.org/wiki/Bir_Böceğin_Yaşamı
http://www.wikidata.org/entity/Q216153,uk,https://uk.wikipedia.org/wiki/Життя_комах_(фільм)
http://www.wikidata.org/entity/Q216153,ur,https://ur.wikipedia.org/wiki/ا_بگس_لائف
http://www.wikidata.org/entity/Q216153,uz,https://uz.wikipedia.org/wiki/A_Bug's_Life
http://www.wikidata.org/entity/Q216153,vi,https://vi.wikipedia.org/wiki/Đời_con_bọ
http://www.wikidata.org/entity/Q216153,yi,https://yi.wikipedia.org/wiki/אן_אינסעקט'ס_לעבן
http://www.wikidata.org/entity/Q216153,zh_yue,https://zh_yue.wikipedia.org/wiki/蟲蟲特工隊
http://www.wikidata.org/entity/Q216153,zh,https://zh.wikipedia.org/wiki/虫虫危机
http://www.wikidata.org/entity/Q593,cy,https://cy.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,de,https://de.wikipedia.org/wiki/A_Gang_Story_–_Eine_Frage_der_Ehre
http://www.wikidata.org/entity/Q593,en,https://en.wikipedia.org/wiki/A_Gang_Story
http://www.wikidata.org/entity/Q593,eu,https://eu.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,fr,https://fr.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,it,https://it.wikipedia.org/wiki/A_Gang_Story
http://www.wikidata.org/entity/Q593,ja,https://ja.wikipedia.org/wiki/そして友よ、静かに死ね
http://www.wikidata.org/entity/Q593,ko,https://ko.wikipedia.org/wiki/대부:_끝나지_않은_이야기
http://www.wikidata.org/entity/Q593,nl,https://nl.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,pt,https://pt.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,ro,https://ro.wikipedia.org/wiki/Les_Lyonnais
http://www.wikidata.org/entity/Q593,ru,"https://ru.wikipedia.org/wiki/Неприкасаемые_(фильм,_2011)"
http://www.wikidata.org/entity/Q192185,af,https://af.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,ar,https://ar.wikipedia.org/wiki/آرون_كوبلاند
http://www.wikidata.org/entity/Q192185,arz,https://arz.wikipedia.org/wiki/آرون_كوبلاند
http://www.wikidata.org/entity/Q192185,azb,https://azb.wikipedia.org/wiki/آرون_کوپلاند
http://www.wikidata.org/entity/Q192185,az,https://az.wikipedia.org/wiki/Aaron_Koplend
http://www.wikidata.org/entity/Q192185,be,https://be.wikipedia.org/wiki/Аарон_Копленд
http://www.wikidata.org/entity/Q192185,bg,https://bg.wikipedia.org/wiki/Арън_Копланд
http://www.wikidata.org/entity/Q192185,ca,https://ca.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,cs,https://cs.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,cy,https://cy.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,da,https://da.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,de,https://de.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,el,https://el.wikipedia.org/wiki/Άρον_Κόουπλαντ
http://www.wikidata.org/entity/Q192185,en,https://en.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,eo,https://eo.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,es,https://es.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,et,https://et.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,eu,https://eu.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,fa,https://fa.wikipedia.org/wiki/آرون_کوپلند
http://www.wikidata.org/entity/Q192185,fi,https://fi.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,fr,https://fr.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,ga,https://ga.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,gl,https://gl.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,he,https://he.wikipedia.org/wiki/אהרן_קופלנד
http://www.wikidata.org/entity/Q192185,hi,https://hi.wikipedia.org/wiki/आरोन_कॉप्लैंड
http://www.wikidata.org/entity/Q192185,hr,https://hr.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,hu,https://hu.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,hy,https://hy.wikipedia.org/wiki/Աարոն_Կոպլենդ
http://www.wikidata.org/entity/Q192185,id,https://id.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,io,https://io.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,it,https://it.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,ja,https://ja.wikipedia.org/wiki/アーロン・コープランド
http://www.wikidata.org/entity/Q192185,ko,https://ko.wikipedia.org/wiki/에런_코플런드
http://www.wikidata.org/entity/Q192185,la,https://la.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,lt,https://lt.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,lv,https://lv.wikipedia.org/wiki/Ārons_Koplends
http://www.wikidata.org/entity/Q192185,nl,https://nl.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,nn,https://nn.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,no,https://no.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,oc,https://oc.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,pl,https://pl.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,pt,https://pt.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,ro,https://ro.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,ru,"https://ru.wikipedia.org/wiki/Копленд,_Аарон"
http://www.wikidata.org/entity/Q192185,sh,https://sh.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,simple,https://simple.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,sk,https://sk.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,sv,https://sv.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,tl,https://tl.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,tr,https://tr.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,uk,https://uk.wikipedia.org/wiki/Аарон_Копленд
http://www.wikidata.org/entity/Q192185,vi,https://vi.wikipedia.org/wiki/Aaron_Copland
http://www.wikidata.org/entity/Q192185,xmf,https://xmf.wikipedia.org/wiki/აარონ_ქოფლენდი
http://www.wikidata.org/entity/Q192185,zh_yue,https://zh_yue.wikipedia.org/wiki/亞倫柯普蘭
http://www.wikidata.org/entity/Q192185,zh,https://zh.wikipedia.org/wiki/阿隆·科普兰
http://www.wikidata.org/entity/Q265890,de,https://de.wikipedia.org/wiki/Schloss_Aarwangen
http://www.wikidata.org/entity/Q265890,en,https://en.wikipedia.org/wiki/Aarwangen_Castle
http://www.wikidata.org/entity/Q265890,id,https://id.wikipedia.org/wiki/Kastil_Aarwangen
http://www.wikidata.org/entity/Q265890,ro,https://ro.wikipedia.org/wiki/Castelul_Aarwangen
http://www.wikidata.org/entity/Q305718,ar,https://ar.wikipedia.org/wiki/عباءة
http://www.wikidata.org/entity/Q305718,ba,https://ba.wikipedia.org/wiki/Ғабәйә
http://www.wikidata.org/entity/Q305718,bcl,https://bcl.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,bn,https://bn.wikipedia.org/wiki/আবায়া
http://www.wikidata.org/entity/Q305718,ca,https://ca.wikipedia.org/wiki/Abaia
http://www.wikidata.org/entity/Q305718,ckb,https://ckb.wikipedia.org/wiki/عەبا
http://www.wikidata.org/entity/Q305718,cs,https://cs.wikipedia.org/wiki/Abája
http://www.wikidata.org/entity/Q305718,de,https://de.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,en,https://en.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,eo,https://eo.wikipedia.org/wiki/Abajo
http://www.wikidata.org/entity/Q305718,es,https://es.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,et,https://et.wikipedia.org/wiki/‘Abā'ah
http://www.wikidata.org/entity/Q305718,fa,https://fa.wikipedia.org/wiki/چادر_عربی
http://www.wikidata.org/entity/Q305718,fi,https://fi.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,fr,https://fr.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,ha,https://ha.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,he,https://he.wikipedia.org/wiki/עבאיה
http://www.wikidata.org/entity/Q305718,hi,https://hi.wikipedia.org/wiki/अबाया
http://www.wikidata.org/entity/Q305718,hr,https://hr.wikipedia.org/wiki/Aba_(odjeća)
http://www.wikidata.org/entity/Q305718,id,https://id.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,it,https://it.wikipedia.org/wiki/Abaya_(indumento)
http://www.wikidata.org/entity/Q305718,ja,https://ja.wikipedia.org/wiki/アバーヤ
http://www.wikidata.org/entity/Q305718,kk,https://kk.wikipedia.org/wiki/Абайя
http://www.wikidata.org/entity/Q305718,ko,https://ko.wikipedia.org/wiki/아바야
http://www.wikidata.org/entity/Q305718,mad,https://mad.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,nl,https://nl.wikipedia.org/wiki/Abaja_(kleding)
http://www.wikidata.org/entity/Q305718,no,https://no.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,pl,https://pl.wikipedia.org/wiki/Abaja
http://www.wikidata.org/entity/Q305718,pt,https://pt.wikipedia.org/wiki/Abaia_(roupa)
http://www.wikidata.org/entity/Q305718,pwn,https://pwn.wikipedia.org/wiki/abaya
http://www.wikidata.org/entity/Q305718,ru,https://ru.wikipedia.org/wiki/Абайя
http://www.wikidata.org/entity/Q305718,sh,https://sh.wikipedia.org/wiki/Abaja
http://www.wikidata.org/entity/Q305718,sk,https://sk.wikipedia.org/wiki/Aba_(odev)
http://www.wikidata.org/entity/Q305718,so,https://so.wikipedia.org/wiki/Cabaayad_(dhar)
http://www.wikidata.org/entity/Q305718,sv,https://sv.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,ta,https://ta.wikipedia.org/wiki/அபாயா
http://www.wikidata.org/entity/Q305718,tr,https://tr.wikipedia.org/wiki/Abaye
http://www.wikidata.org/entity/Q305718,uk,https://uk.wikipedia.org/wiki/Абая
http://www.wikidata.org/entity/Q305718,ur,https://ur.wikipedia.org/wiki/عبایہ
http://www.wikidata.org/entity/Q305718,vec,https://vec.wikipedia.org/wiki/Abaya_(abijamento)
http://www.wikidata.org/entity/Q305718,vi,https://vi.wikipedia.org/wiki/Abaya
http://www.wikidata.org/entity/Q305718,xmf,https://xmf.wikipedia.org/wiki/აბაია
http://www.wikidata.org/entity/Q305718,zh_yue,https://zh_yue.wikipedia.org/wiki/阿巴雅
http://www.wikidata.org/entity/Q337267,be,https://be.wikipedia.org/wiki/Акадэмія_Сан-Карлас
http://www.wikidata.org/entity/Q337267,de,https://de.wikipedia.org/wiki/Academia_de_San_Carlos
http://www.wikidata.org/entity/Q337267,en,https://en.wikipedia.org/wiki/Academy_of_San_Carlos
http://www.wikidata.org/entity/Q337267,es,https://es.wikipedia.org/wiki/Academia_de_San_Carlos
http://www.wikidata.org/entity/Q337267,fr,https://fr.wikipedia.org/wiki/Académie_de_San_Carlos
http://www.wikidata.org/entity/Q337267,hy,https://hy.wikipedia.org/wiki/Սան_Կառլոս_ակադեմիա
http://www.wikidata.org/entity/Q337267,it,https://it.wikipedia.org/wiki/Accademia_di_San_Carlo
http://www.wikidata.org/entity/Q337267,ja,https://ja.wikipedia.org/wiki/アカデミア・デ・サン・カルロス
http://www.wikidata.org/entity/Q337267,no,https://no.wikipedia.org/wiki/Academia_de_San_Carlos
http://www.wikidata.org/entity/Q337267,pt,https://pt.wikipedia.org/wiki/Academia_de_São_Carlos
http://www.wikidata.org/entity/Q337267,ru,https://ru.wikipedia.org/wiki/Академия_Сан-Карлос
http://www.wikidata.org/entity/Q337267,uk,https://uk.wikipedia.org/wiki/Академія_Сан-Карлос
http://www.wikidata.org/entity/Q337267,zh,https://zh.wikipedia.org/wiki/圣卡洛斯学院
http://www.wikidata.org/entity/Q15,ab,https://ab.wikipedia.org/wiki/Африка
http://www.wikidata.org/entity/Q15,ace,https://ace.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,ady,https://ady.wikipedia.org/wiki/Африкэ
http://www.wikidata.org/entity/Q15,af,https://af.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,als,https://als.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,am,https://am.wikipedia.org/wiki/አፍሪቃ
http://www.wikidata.org/entity/Q15,ang,https://ang.wikipedia.org/wiki/Affrica
http://www.wikidata.org/entity/Q15,ann,https://ann.wikipedia.org/wiki/Afirika
http://www.wikidata.org/entity/Q15,anp,https://anp.wikipedia.org/wiki/अफ्रीका
http://www.wikidata.org/entity/Q15,an,https://an.wikipedia.org/wiki/Africa
http://www.wikidata.org/entity/Q15,arc,https://arc.wikipedia.org/wiki/ܐܦܪܝܩܐ
http://www.wikidata.org/entity/Q15,ar,https://ar.wikipedia.org/wiki/إفريقيا
http://www.wikidata.org/entity/Q15,ary,https://ary.wikipedia.org/wiki/إفريقيا
http://www.wikidata.org/entity/Q15,arz,https://arz.wikipedia.org/wiki/افريقيا
http://www.wikidata.org/entity/Q15,ast,https://ast.wikipedia.org/wiki/África
http://www.wikidata.org/entity/Q15,as,https://as.wikipedia.org/wiki/আফ্ৰিকা
http://www.wikidata.org/entity/Q15,avk,https://avk.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,av,https://av.wikipedia.org/wiki/Африка
http://www.wikidata.org/entity/Q15,awa,https://awa.wikipedia.org/wiki/अफ्रिका
http://www.wikidata.org/entity/Q15,ay,https://ay.wikipedia.org/wiki/Aphrika
http://www.wikidata.org/entity/Q15,azb,https://azb.wikipedia.org/wiki/آفریقا
http://www.wikidata.org/entity/Q15,az,https://az.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,ban,https://ban.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,bar,https://bar.wikipedia.org/wiki/Afrika
http://www.wikidata.org/entity/Q15,bat_smg,https://bat_smg.wikipedia.org/wiki/Afrėka
http://www.wikidata.org/entity/Q15,ba,https://ba.wikipedia.org/wiki/Африка
http://www.wikidata.org/entity/Q15,bbc,https://bbc.wikipedia.org/wiki/Aprika
http://www.wikidata.org/entity/Q15,bcl,https://bcl.wikipedia.org/wiki/Aprika
http://www.wikidata.org/entity/Q15,be_x_old,https://be_x_old.wikipedia.org/wiki/Афрыка
