item,name,type,category,subcategory,label,countryLabel,subclass_ofLabel,text_distribution,std_text,avg_text,len,entropy_text,gini_text,sum_over_texts,ref_distribution,std_ref,avg_ref,sum_over_ref,entropy_ref,gini_ref,h_adj_descr,h_nat_descr,h_adj_engtext,h_nat_engtext
http://www.wikidata.org/entity/Q4630640,20th-century French philosophy,entity,philosophy and religion,philosophical movement,cultural representative,France,0,"[13151, 8895, 5113]",3283.40108221135,9053.0,3,-359627.0837482721,-278212594,27159,"[2, 1]",0.5,1.5,3,-2.0,-4,0,1,4.0,1.0
http://www.wikidata.org/entity/Q5476713,21st Century Fox,entity,media,media company,cultural representative,United States,0,"[1210, 7020, 1770, 705, 6420, 1782, 2616, 2328, 22296, 2505, 9927, 1991, 2525, 1200, 766, 11966, 456, 2000, 2093, 4481, 1054, 976, 2191, 884, 1518, 4172, 2033, 2270, 2179, 873, 11365, 5163, 2512, 7320, 141, 420, 1310, 2408, 478, 3378, 723, 2390, 2497, 184, 2081]",3982.709431753436,3257.266666666667,45,-1815917.697935133,-1191229224,146577,"[8, 26, 12, 26, 8, 3, 10, 98, 2, 2, 9, 2, 6, 4, 66, 7, 3, 16, 18, 5, 12, 9, 2, 6, 1, 5, 2, 2, 58, 18, 8, 7, 3, 5, 7, 2, 19, 2, 8, 4, 29]",19.038987520508226,13.170731707317072,540,-2510.4513296215428,-21973,1,0,6.0,5.0
http://www.wikidata.org/entity/Q219293,2600: The Hacker Quarterly,entity,media,magazine,cultural representative,United States,0,"[960, 1452, 5781, 5483, 3519, 1266, 2256, 2648, 290, 782, 1039, 2689, 868, 233]",1716.2210860860937,2090.4285714285716,14,-336096.499458668,-102414289,29266,"[4, 14, 3, 4, 3, 2, 3]",3.843892584878202,4.714285714285714,33,-85.56763141529686,-258,1,0,2.0,0.0
http://www.wikidata.org/entity/Q131401366,30th Critics' Choice Awards,entity,media,television,cultural representative,United States,0,"[6053, 1744, 957, 7618, 12217, 827, 10022, 1876, 1609, 528]",4081.638407551556,4345.1,10,-551933.0219071193,-355396660,43451,"[4, 9, 10, 3, 10, 12, 6, 10, 8, 8]",2.7202941017470885,8.0,80,-247.47138037474596,-713,0,0,0.0,0.0
http://www.wikidata.org/entity/Q520959,33 Whitecross Street,entity,architecture,building,cultural exclusive,United Kingdom,0,"[3444, 1552]",946.0,2498.0,2,-56917.615039029144,-14269839,4996,"[9, 6]",1.5,7.5,15,-44.039100017307746,-116,0,1,2.0,1.0
http://www.wikidata.org/entity/Q4635677,365 Media Group,entity,media,media company,cultural agnostic,0,0,"[1983]",0.0,1983.0,1,-21720.728952099806,-3932288,1983,"[8]",0.0,8.0,8,-24.0,-63,0,0,1.0,2.0
http://www.wikidata.org/entity/Q2850042,3D animation,entity,comics and anime,animation technique,cultural agnostic,0,computer animation,"[28097, 13878, 6859, 759]",10183.268664210917,12398.25,4,-700861.1451833762,-1029662254,49593,"[78, 7, 2]",34.708308323320324,29.0,87,-511.9128575256586,-6136,0,0,2.0,1.0
http://www.wikidata.org/entity/Q229390,3D film,concept,films,film,cultural agnostic,0,film,"[44468, 1159, 4967, 21039, 1453, 4848, 914, 20158, 80818, 8059, 2617, 751, 18491, 1597, 1278, 3757, 1516, 2742, 1761, 59764, 4281, 423, 724, 1455, 269, 1585, 1375, 1529, 3698, 3038, 4441, 206, 41518, 1759, 1470, 10323, 7360, 1254, 543, 4756, 7013, 6303, 6116, 108, 404, 4049, 2160]",16078.515663407294,8517.382978723404,47,-5807515.341898731,-15560030500,400317,"[76, 3, 16, 2, 1, 1, 31, 114, 6, 2, 1, 1, 3, 2, 23, 10, 1, 1, 1, 1, 4, 47, 1, 17, 3, 1, 1, 7, 1, 1, 2]",24.488566849604624,12.290322580645162,381,-2004.6117104919963,-23272,0,0,9.0,5.0
http://www.wikidata.org/entity/Q2180721,48 Hour Film Project,entity,films,film festival,cultural agnostic,United States,0,"[7021, 10487, 1865, 307, 7447]",3771.659242296419,5425.4,5,-348364.4527140343,-218301892,27127,"[20, 9, 1, 15]",7.084313657652377,11.25,45,-173.57124584485584,-706,0,0,1.0,31.0
http://www.wikidata.org/entity/Q1060398,4D film,concept,films,film,cultural agnostic,0,film,"[236, 321, 1169, 5199, 520, 20158, 1633, 9215, 1172, 4930, 1544, 516, 2212, 5367, 469, 615, 1514, 1511, 4990, 1514, 2880, 922, 453, 2571, 1936]",4100.580326929347,2942.68,25,-912393.8240399068,-636853114,73567,"[3, 12, 31, 1, 18, 5, 2, 4, 4, 2, 2, 5, 8, 2, 1, 3, 10]",7.514231019876166,6.647058823529412,113,-385.60662255868283,-1710,0,0,0.0,0.0
http://www.wikidata.org/entity/Q4639659,5-hour Energy,concept,food,drink,cultural agnostic,0,drink,"[4649, 226]",2211.5,2437.5,2,-58404.7546447085,-21664276,4875,"[21, 1]",10.0,11.0,22,-92.23866587835397,-441,0,0,0.0,0.0
http://www.wikidata.org/entity/Q275936,900 North Michigan,entity,architecture,architectural structure,cultural exclusive,United States,0,"[646, 1399, 3147, 2681, 395, 432, 5707, 751, 1291, 966, 349, 394, 690, 166]",1475.9787966509766,1358.142857142857,14,-210325.4630623137,-56322915,19014,"[2, 2, 1, 12, 2, 1, 2]",3.6421567954234177,3.142857142857143,22,-51.01955000865387,-161,0,0,1.0,0.0
http://www.wikidata.org/entity/Q1758841,A Campingflight to Lowlands Paradise,concept,music,music festival,cultural exclusive,Nederland,music festival,"[4514, 15332, 224, 10662, 840, 417, 3825, 704, 10250]",5241.032089009253,5196.444444444444,9,-612924.7363589292,-490243069,46768,"[4, 42, 17, 7, 2, 14]",13.449494001221344,14.333333333333334,86,-378.91865342117336,-2317,0,1,3.0,1.0
http://www.wikidata.org/entity/Q3602929,A La Vieille Russie,entity,visual arts,art gallery,cultural representative,United States,0,"[4110, 1481, 2598, 608, 9008]",2964.631106900149,3561.0,5,-218369.00368879756,-107348792,17805,"[5, 8, 1]",2.8674417556808756,4.666666666666667,14,-35.60964047443681,-89,0,0,2.0,2.0
http://www.wikidata.org/entity/Q3728308,A las armas,entity,comics and anime,comics,cultural exclusive,0,0,"[2748, 719, 359, 1080, 2726]",1014.4296131324244,1526.4,5,-83257.57046457638,-16794821,7632,"[1, 1]",0.0,1.0,2,-0.0,-1,0,0,0.0,0.0
http://www.wikidata.org/entity/Q85739206,A Lotus for Miss Quon,entity,books,book,cultural exclusive,0,0,"[629]",0.0,629.0,1,-5847.7602941270725,-395640,629,"[1]",0.0,1.0,1,-0.0,0,0,0,2.0,1.0
http://www.wikidata.org/entity/Q614986,A Modern Olympia,entity,visual arts,painting,cultural representative,0,0,"[4236, 369, 3761, 2462, 6501]",2024.3801421669796,3465.8,5,-208933.56182905036,-80549422,17329,"[14, 2, 2, 2]",5.196152422706632,5.0,20,-59.302968908806456,-207,0,0,0.0,0.0
http://www.wikidata.org/entity/Q23912,A Young Tiger Playing with its Mother,entity,visual arts,painting,cultural representative,0,0,"[277, 2920, 792, 778, 2859]",1129.4585251349426,1525.2,5,-83784.91820083899,-18009557,7626,"[2, 7, 1, 2, 7]",2.638181191654584,3.8,19,-43.302968908806456,-106,0,0,1.0,0.0
http://www.wikidata.org/entity/Q277763,A-1 Pictures,entity,comics and anime,animation studio,cultural representative,Japan,0,"[450, 1279, 544, 975, 1175, 1776, 2066, 2228, 1260, 3240, 2758, 3867, 2340, 862, 2626, 5403, 2090, 647, 5757, 3363, 383, 1174, 1682, 390, 1878, 17282, 1912, 694, 1168, 168, 5806]",3092.7432357317366,2491.709677419354,31,-924135.9426852816,-488984012,77243,"[8, 9, 9, 4, 1, 4, 5, 1, 2, 34, 2, 14, 5, 15, 7, 4, 2, 2, 2, 5, 2, 4, 4, 1, 36, 12, 36, 2]",10.091924433699958,8.285714285714286,232,-889.6732704616213,-4773,1,0,1.0,0.0
http://www.wikidata.org/entity/Q9513,A. P. J. Abdul Kalam,entity,politics,politician,cultural representative,0,0,"[19352, 1365, 7287, 24047, 1677, 1473, 1139, 272, 32355, 1463, 1796, 620, 807, 1085, 3824, 699, 6103, 4277, 1623, 29285, 1064, 7539, 559, 513, 1091, 2561, 3987, 4701, 3305, 6791, 1551, 2182, 19545, 4945, 184, 1010, 2291, 1546, 841, 9030, 4025, 2010, 921, 331, 808, 1599, 2143, 8310, 247, 28085, 21275, 4221, 8948, 1733, 1178, 5235, 3252, 3950, 3406, 2930, 3533, 3601, 7917, 164, 1098, 216, 1468, 2109, 319, 871, 20287, 6229, 14341, 363, 523, 792, 5744, 9570, 863, 4735, 189, 78, 298, 1097]",6998.137570540285,4842.821428571428,84,-5401567.4545917185,-6083855302,406797,"[115, 3, 11, 123, 1, 8, 1, 1, 199, 4, 8, 1, 9, 3, 3, 3, 187, 4, 1, 4, 11, 26, 5, 54, 7, 3, 79, 1, 2, 5, 1, 30, 59, 14, 1, 51, 80, 15, 2, 4, 1, 14, 9, 6, 2, 20, 15, 9, 10, 2, 11, 1, 4, 8, 4, 144, 21, 50, 7, 2, 68, 41, 1, 27, 1, 8]",42.533681894475805,24.62121212121212,1625,-9760.33876109598,-159410,1,0,2.0,2.0
http://www.wikidata.org/entity/Q1945630,A.S. Roma,entity,sports,sports team,cultural representative,0,0,"[932, 1318, 1632]",286.27725488879946,1294.0,3,-40270.749120215885,-5269171,3882,"[1, 1, 2]",0.4714045207910317,1.3333333333333333,4,-2.0,-5,0,0,0.0,1.0
http://www.wikidata.org/entity/Q301092,Aardman Animations,entity,media,film studio,cultural representative,United Kingdom,0,"[48, 980, 2680, 1706, 3086, 1346, 4435, 2070, 18651, 1751, 564, 828, 7680, 19406, 3932, 2151, 1152, 11515, 2087, 965, 8432, 706, 428, 2807, 786, 1185, 4363, 2420, 4349, 16293, 652, 3001, 875, 2914, 1022, 623]",4933.070862246401,3830.25,36,-1759288.2382007376,-1404216114,137889,"[1, 11, 2, 3, 1, 1, 78, 23, 5, 9, 1, 1, 2, 8, 61, 37, 3, 1, 1, 1, 3, 1, 1, 6, 3, 1, 4, 3]",18.3883836446063,9.714285714285714,272,-1302.304975987746,-12109,1,0,5.0,0.0
http://www.wikidata.org/entity/Q2708661,Aba I,entity,philosophy and religion,religious leader,cultural exclusive,0,0,"[1058, 2795, 4376, 5358, 5862, 11625, 6724, 592, 3500, 8740, 1512, 1811, 1375, 2871]",3096.70987764862,4157.071428571428,14,-721776.4277717364,-376191968,58199,"[4, 3, 10, 14, 19, 29, 6, 4, 6, 28, 1, 1, 3]",9.38776744038714,9.846153846153848,128,-499.24958430240144,-2405,0,0,1.0,1.0
http://www.wikidata.org/entity/Q30556,Abbad II al-Mu'tadid,entity,literature,poet,cultural exclusive,0,0,"[11469, 664, 1232, 2999, 11194, 1531, 947, 2281, 1510, 382, 1636, 4113, 1625, 1660, 972, 438, 1335, 433, 3028]",3139.1899946824947,2602.5789473684213,19,-597067.2991261344,-315930688,49449,"[46, 1, 1, 3, 5, 2, 2, 3, 1, 10, 1, 7, 2, 1, 3, 1, 3]",10.420899947189904,5.411764705882353,92,-343.58380586499015,-2343,0,0,0.0,0.0
http://www.wikidata.org/entity/Q55210,Abbas Kiarostami,entity,films,film producer,cultural representative,0,0,"[76, 12472, 728, 6046, 538, 967, 145, 12352, 3666, 12848, 3865, 3458, 1178, 10168, 155, 2222, 42062, 2657, 27839, 1405, 46509, 3368, 56641, 747, 993, 2669, 194, 2824, 4134, 173, 181, 7723, 7037, 1651, 1035, 736, 1145, 278, 4767, 560, 1985, 1369, 177, 1573, 4877, 8842, 1441, 4042, 1535, 866, 666, 225, 3201, 1393, 1576, 33052, 2025, 1471, 2950, 118, 179, 313, 3771]",11207.524668195409,5807.285714285715,63,-5119586.807233369,-10037990122,365859,"[42, 6, 16, 7, 3, 26, 5, 24, 3, 3, 14, 22, 109, 5, 8, 133, 7, 101, 3, 2, 1, 1, 11, 1, 1, 8, 18, 1, 15, 1, 15, 7, 6, 17, 23, 7, 6, 7, 5, 7, 85, 2, 7, 4, 3, 38]",29.355618933160994,18.17391304347826,836,-4473.462803245073,-54833,1,0,7.0,4.0
http://www.wikidata.org/entity/Q157550,Abbey and Altenmünster of Lorsch,entity,history,museum,cultural representative,Germany,0,"[346, 707, 3814, 6996, 1736, 1262, 28602, 7455, 9713, 8440, 5204, 2496, 290, 1040, 11160, 1776, 7383, 4705, 7667, 2104, 705, 7114, 3805, 1131, 1988, 702, 1146, 8586, 469, 1334, 15104, 968, 525, 1979, 4603, 743, 14369, 726, 532, 15760, 8534, 1130, 554]",5628.4437654826625,4776.813953488372,43,-2674338.2464855597,-2343385222,205403,"[1, 1, 3, 30, 10, 12, 1, 3, 1, 1, 1, 5, 2, 2, 3, 2, 1, 9, 1, 8, 2, 1, 3, 3, 1, 8]",6.013913847347134,4.423076923076923,115,-343.35895182401805,-1448,0,1,4.0,1.0
http://www.wikidata.org/entity/Q262737,ABC Motors,entity,transportation,automobile manufacturer,cultural agnostic,United Kingdom,0,"[576, 3202, 2037, 282, 588, 1783, 2818, 9024, 636, 275]",2513.146292996092,2122.1,10,-250939.16053960036,-108192126,21221,"[2, 1, 1, 1, 1]",0.4,1.2,6,-2.0,-7,0,0,1.0,1.0
http://www.wikidata.org/entity/Q84044419,Abeiku Crentsil,entity,architecture,construction,cultural exclusive,0,0,"[2034, 1872, 1969, 976, 2011, 1629, 2151, 2503, 1886, 2053]",375.83884844438313,1908.4,10,-208574.76131499506,-37832453,19084,"[10, 10, 11, 11, 9, 10, 10, 16, 10]",1.9309052441091965,10.77777777777778,97,-334.73322536736947,-1078,1,0,1.0,1.0
http://www.wikidata.org/entity/Q9457,Abid Surti,entity,literature,writer,cultural exclusive,0,0,"[6514, 1325, 2565, 7107, 249]",2766.0432389968164,3552.0,5,-218234.85579489937,-101338495,17760,"[32, 9, 17, 34]",10.41633332799983,23.0,92,-430.9899299167481,-2549,1,0,3.0,1.0
http://www.wikidata.org/entity/Q25350,Abies,concept,biology,tree,cultural agnostic,0,tree,"[632, 1539, 734, 6035, 302, 3393, 4876, 1095, 4724, 3601, 230, 1168, 1638, 894, 39721, 4222, 42619, 257, 6045, 10595, 2577, 7930, 4031, 5654, 902, 7132, 996, 10621, 920, 4397, 888, 2988, 1858, 3497, 255, 20, 8734, 762, 5971, 92, 7028, 9112, 7514, 1313, 740, 1311, 2842, 582, 301, 761, 250, 4167, 2552, 67, 5953, 4532, 1189, 3069, 820, 35467, 2897, 4391, 3546, 296, 54, 9397, 3215, 254, 409, 3325, 15250, 248, 3608, 1020, 4341, 2795, 3400, 2729, 4327, 3289, 147, 2869, 4208, 1641, 3081, 5474, 1415, 6203, 7153, 940, 106, 240, 57, 1410]",7011.3607074928705,4232.446808510638,94,-5218265.353353419,-6304841785,397850,"[1, 3, 1, 8, 11, 1, 47, 1, 81, 36, 2, 1, 22, 1, 8, 4, 7, 12, 11, 2, 1, 5, 1, 2, 1, 1, 3, 3, 3, 13, 1, 1, 4, 8, 5, 1, 1, 1, 18, 5, 1, 23, 1, 2, 2, 9, 3, 4, 3, 2, 1, 1, 1]",13.470059622361552,7.377358490566038,391,-1624.690714797904,-12500,0,0,12.0,4.0
http://www.wikidata.org/entity/Q59647,Abitibi River,entity,geography,river,cultural exclusive,Canada,0,"[503, 2592, 268, 1074, 468, 3293, 3161, 397, 1360, 422, 292, 357, 1557, 689, 297, 1321, 253, 2773, 3484]",1136.1053070459889,1292.6842105263158,19,-266818.81121090136,-56273586,24561,"[1, 1, 7, 8, 5, 1, 2, 2, 8, 1, 2, 3]",2.691292543659191,3.4166666666666665,41,-90.01601243100352,-226,0,1,2.0,0.0
http://www.wikidata.org/entity/Q322956,Aboriginal and Torres Strait Islander Commission,entity,politics,government agency,cultural exclusive,Australia,0,"[1462, 9347]",3942.5,5404.5,2,-138660.68867697337,-89503852,10809,"[21]",0.0,21.0,21,-92.23866587835397,-440,1,0,1.0,1.0
http://www.wikidata.org/entity/Q91,Abraham Lincoln,entity,politics,politician,cultural representative,0,0,"[98, 8762, 5177, 4668, 7171, 101, 1195, 77808, 530, 453, 6305, 1476, 440, 2409, 4888, 281, 1265, 223, 34173, 1478, 3531, 15782, 794, 35790, 218, 216, 23834, 5726, 31913, 1178, 3343, 60622, 139, 1263, 2188, 116, 602, 371, 20678, 2017, 8293, 26459, 71189, 271, 336, 453, 33, 16405, 88817, 65543, 35012, 13635, 96739, 13421, 24951, 4592, 168, 1594, 59178, 4658, 150, 1705, 490, 1463, 32827, 1692, 125, 5908, 719, 244, 510, 7259, 314, 51507, 1569, 836, 32294, 477, 243, 73862, 36645, 1800, 1257, 29610, 510, 385, 2157, 362, 7413, 127768, 1015, 48320, 5613, 14018, 1323, 16462, 5048, 846, 5374, 20925, 478, 121, 1849, 958, 2109, 675, 1163, 247, 484, 734, 282, 356, 217, 2877, 3056, 560, 216, 567, 4525, 161, 36380, 22588, 1394, 7415, 9384, 12058, 677, 4911, 2080, 783, 395, 8705, 9353, 579, 15287, 8047, 117, 16905, 1393, 40, 269, 2452, 3267, 3219, 18645, 9404, 8045, 94983, 586, 129, 98891, 214, 35582, 331, 7319, 3280, 956, 640, 497, 1299, 5938, 32614, 9965, 2189, 558, 18693, 6138, 454, 13668, 31895, 745, 13175, 3660, 11336, 1414, 3255, 14169, 2817, 636, 12856, 1476, 976, 3892, 20075, 3549, 4718, 1484, 70670, 145, 2477, 157, 1795, 7342, 1755, 501, 4708, 230, 351, 4174, 27536]",21026.31184899292,11281.67,200,-33870644.70310901,-113876373591,2256334,"[288, 1, 8, 9, 1, 1, 6, 51, 1, 8, 36, 2, 2, 3, 3, 18, 2, 1, 11, 1, 7, 4, 63, 1, 70, 12, 246, 61, 4, 423, 1, 31, 62, 1, 1, 1, 4, 5, 17, 29, 4, 15, 2, 2, 14, 87, 1, 16, 419, 1, 1, 55, 10, 1, 5, 68, 4, 26, 1, 3, 4, 3, 1, 9, 46, 6, 1, 1, 18, 1, 1, 3, 1, 31, 1, 45, 21, 9, 3, 2, 3, 18, 10, 325, 2, 53, 20, 1, 1, 2, 19, 24, 3, 2, 15, 4, 13, 1, 2, 5, 39, 4, 4, 10, 26, 1, 20, 227, 15, 2, 1, 5, 302]",77.8498095183239,32.008849557522126,3617,-25266.645161901655,-800622,0,0,9.0,5.0
http://www.wikidata.org/entity/Q4650387,ABS-CBN Integrated News,entity,media,media company,cultural exclusive,Philippines,0,"[12595, 784, 856, 560]",5137.412061291171,3698.75,4,-192540.024050559,-160295016,14795,"[6, 3, 3]",1.4142135623730951,4.0,12,-25.019550008653873,-53,0,0,2.0,0.0
http://www.wikidata.org/entity/Q2822053,Absolution of the dead,entity,gestures and habits,ritual,cultural exclusive,0,0,"[694, 9653, 7046, 1552, 2367]",3477.909866572162,4262.4,5,-267373.50074069056,-151319553,21312,"[2, 11, 10, 2]",4.264680527307995,6.25,25,-75.27302875388389,-228,0,0,3.0,0.0
http://www.wikidata.org/entity/Q332564,abstract animation film,concept,comics and anime,animated film,cultural agnostic,0,animated film,"[27506, 1831, 423, 9920, 5035, 896]",9468.762210846546,7601.833333333333,6,-631585.0557104215,-884671966,45611,"[40, 1, 7, 3, 1]",14.961283367412037,10.4,52,-237.28349575206119,-1659,0,0,6.0,4.0
http://www.wikidata.org/entity/Q7849,Abu Dhabi Grand Prix,entity,sports,recurring sporting event,cultural representative,United Arab Emirates,Formula One Grand Prix,"[251, 1460, 1886, 1314, 1882, 995, 562, 580, 427, 577, 638, 1960, 9226, 2513, 193, 3704, 1551, 8861, 3594, 1634, 1284, 165, 11901, 2851, 2519, 1293, 523, 1495, 1094, 2690, 861, 233, 476, 1816, 684, 1361, 1571, 117, 1151, 354, 1048, 828, 305, 2927, 6000, 880]",2424.094096669621,1961.6304347826087,46,-1054456.5583496315,-447314402,90235,"[5, 2, 1, 43, 3, 18, 3, 1, 2, 42, 13, 1, 4, 4, 1, 2, 2, 1, 4, 1, 1, 3, 3, 1, 21, 3]",11.38935712063248,7.115384615384615,185,-742.5938264343022,-4688,0,0,5.0,0.0
http://www.wikidata.org/entity/Q5670,Abu Nuwas,entity,literature,poet,cultural representative,0,0,"[1489, 3293, 4399, 3441, 12416, 410, 4819, 4099, 1903, 2147, 7274, 150, 11568, 3077, 20048, 781, 5816, 191, 869, 1514, 1207, 11582, 1167, 1202, 21222, 7958, 516, 2322, 1489, 360, 2523, 4257, 327, 534, 15824, 26496, 16680, 1163, 21313, 5312, 8401, 883, 332, 15575, 1612, 7380, 1437, 713, 8431, 2292, 2424, 5497, 670, 3462, 18013, 5649, 11950, 9058, 74, 361, 4219, 8008, 371, 448, 2155, 146, 1355, 703, 11178, 253, 142, 3112, 1289, 87, 617, 1129, 466, 2822, 198, 149, 1117, 8026, 3433, 1140, 98, 1332, 250, 270, 1311, 835, 8722, 458, 1758, 9119, 522, 1552, 1859, 3190, 175, 653, 7391, 2594, 14033, 255, 19995, 224, 3523, 2214, 642, 372, 790, 7037, 7401, 13249, 3671, 5048, 2351, 2841, 2091, 2180, 4196, 7816, 120, 2251, 2663, 2127, 21562, 1695, 1827, 1358, 6684, 512, 1339, 95, 2270, 703, 809, 598, 157, 2834, 3335]",5387.609256705845,4148.170212765957,141,-7578729.035678047,-6518944595,584892,"[1, 9, 1, 23, 6, 5, 4, 1, 7, 5, 1, 4, 6, 9, 1, 10, 1, 1, 2, 1, 31, 6, 44, 6, 1, 1, 4, 1, 1, 3, 1, 4, 35, 42, 1, 49, 17, 6, 1, 1, 23, 4, 7, 5, 1, 15, 1, 3, 10, 9, 2, 27, 9, 1, 1, 1, 2, 1, 1, 7, 6, 1, 1, 22, 1, 1, 2, 1, 1, 2, 1, 8, 1, 4, 1, 15, 2, 1, 1, 1, 6, 1, 1, 8, 1, 6, 5, 4, 4, 3, 3, 1, 11, 11, 23, 1, 10, 1, 3, 2, 19, 15, 29, 17, 1, 6, 1, 7, 3, 13, 1, 2, 2, 6, 5, 16, 2, 6, 41, 1, 1, 1, 1, 1, 1, 5, 1, 3, 16]",9.590127979029656,6.852713178294573,884,-3319.712719969566,-17921,0,0,5.0,2.0
http://www.wikidata.org/entity/Q2704613,Abul Hasan ash-Shadhili,entity,philosophy and religion,religious leader,cultural exclusive,0,0,"[3488, 356, 3158, 2064, 963, 1594, 12182, 5613, 3110, 2366, 2374, 697, 1906, 4575, 250, 857, 1344]",2755.6066256692966,2758.6470588235293,17,-561765.7167761098,-258459524,46897,"[10, 1, 7, 7, 9, 11, 2, 1, 4, 3, 8, 2, 1, 4]",3.4434202266268428,5.0,70,-187.86021017783463,-515,0,0,2.0,3.0
